time_tag,kp_index,estimated_kp,kp,Kp
2025-12-17 01:57:00,3,2.67,3M,3
2025-12-17 01:58:00,3,2.67,3M,3
2025-12-17 01:59:00,3,2.67,3M,3
2025-12-17 02:00:00,3,2.67,3M,3
2025-12-17 02:01:00,3,2.67,3M,3
2025-12-17 02:02:00,3,2.67,3M,3
2025-12-17 02:03:00,3,2.67,3M,3
2025-12-17 02:04:00,3,2.67,3M,3
2025-12-17 02:05:00,3,2.67,3M,3
2025-12-17 02:06:00,3,2.67,3M,3
2025-12-17 02:07:00,3,2.67,3M,3
2025-12-17 02:08:00,3,2.67,3M,3
2025-12-17 02:09:00,3,2.67,3M,3
2025-12-17 02:10:00,3,2.67,3M,3
2025-12-17 02:11:00,3,2.67,3M,3
2025-12-17 02:12:00,3,2.67,3M,3
2025-12-17 02:13:00,3,2.67,3M,3
2025-12-17 02:14:00,3,2.67,3M,3
2025-12-17 02:15:00,3,2.67,3M,3
2025-12-17 02:16:00,3,2.67,3M,3
2025-12-17 02:17:00,3,2.67,3M,3
2025-12-17 02:18:00,3,2.67,3M,3
2025-12-17 02:19:00,3,2.67,3M,3
2025-12-17 02:20:00,3,2.67,3M,3
2025-12-17 02:21:00,3,2.67,3M,3
2025-12-17 02:22:00,3,2.67,3M,3
2025-12-17 02:23:00,3,2.67,3M,3
2025-12-17 02:24:00,3,2.67,3M,3
2025-12-17 02:25:00,3,2.67,3M,3
2025-12-17 02:26:00,3,2.67,3M,3
2025-12-17 02:27:00,3,2.67,3M,3
2025-12-17 02:28:00,3,2.67,3M,3
2025-12-17 02:29:00,3,2.67,3M,3
2025-12-17 02:30:00,3,2.67,3M,3
2025-12-17 02:31:00,3,2.67,3M,3
2025-12-17 02:32:00,3,2.67,3M,3
2025-12-17 02:33:00,3,2.67,3M,3
2025-12-17 02:34:00,3,2.67,3M,3
2025-12-17 02:35:00,3,2.67,3M,3
2025-12-17 02:36:00,3,2.67,3M,3
2025-12-17 02:37:00,3,2.67,3M,3
2025-12-17 02:38:00,3,2.67,3M,3
2025-12-17 02:39:00,3,2.67,3M,3
2025-12-17 02:40:00,3,2.67,3M,3
2025-12-17 02:41:00,3,2.67,3M,3
2025-12-17 02:42:00,3,2.67,3M,3
2025-12-17 02:43:00,3,2.67,3M,3
2025-12-17 02:44:00,3,2.67,3M,3
2025-12-17 02:45:00,3,3.0,3Z,3
2025-12-17 02:46:00,3,3.0,3Z,3
2025-12-17 02:47:00,3,3.0,3Z,3
2025-12-17 02:48:00,3,3.0,3Z,3
2025-12-17 02:49:00,3,3.0,3Z,3
2025-12-17 02:50:00,3,3.0,3Z,3
2025-12-17 02:51:00,3,3.0,3Z,3
2025-12-17 02:52:00,3,2.67,3M,3
2025-12-17 02:53:00,3,3.0,3Z,3
2025-12-17 02:54:00,3,2.67,3M,3
2025-12-17 02:55:00,3,2.67,3M,3
